application_type,case_received_date,decision_date,case_status,class_of_admission,employer_name,employer_city,employer_state,employer_country,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_state,job_info_work_city,job_info_work_state
PERM,25-03-2014,17-07-2015,Certified,H-1B,HEWLETT-PACKARD COMPANY,PALO ALTO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,MOUNTAIN VIEW,Bachelor's,CALIFORNIA,Palo Alto,CALIFORNIA
PERM,11-04-2014,06-08-2015,Certified,,HAN SHIN BAPTIST CHURCH OF N.Y.,WEST NYACK,NEW YORK,UNITED STATES OF AMERICA,SOUTH KOREA,RIVER EDGE,Master's,NEW JERSEY,West Nyack,NEW YORK
PERM,08-05-2014,01-10-2014,Certified-Expired,,DECCA CONSULTING LLC,KATY,TEXAS,UNITED STATES OF AMERICA,INDIA,HOUSTON,Bachelor's,TEXAS,Katy,TEXAS
PERM,24-03-2014,16-07-2015,Certified,EWI,"VISION AUTO REPAIR, INC.",LONG ISLAND CITY,NEW YORK,UNITED STATES OF AMERICA,ECUADOR,E ELMHURST,None,NEW YORK,Long Island City,NEW YORK
PERM,15-05-2014,01-10-2014,Certified-Expired,H-1B,"GLOBAL REACH INTERNET PRODUCTIONS, LLC",AMES,IOWA,UNITED STATES OF AMERICA,SOUTH KOREA,AMES,Bachelor's,IOWA,Ames,IOWA
PERM,12-03-2014,31-07-2015,Certified,H-1B,MEDITERRANEAN SHIPPING COMPANY (USA) INC.,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,ITALY,NEW YORK,Bachelor's,NEW YORK,New York,NEW YORK
PERM,04-06-2014,28-10-2014,Certified-Expired,H-1B,HCL AMERICA INC.,SUNNYVALE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAINT DAVIDS,Master's,PENNSYLVANIA,Jersey City,NEW JERSEY
PERM,25-03-2014,20-07-2015,Certified,F-1,"NEW DEAL, LLC",FORT LEE,NEW JERSEY,UNITED STATES OF AMERICA,SOUTH KOREA,PALISADES PARK,Bachelor's,NEW JERSEY,Fort Lee,NEW JERSEY
PERM,30-06-2014,09-09-2015,Certified,H-1B,CREDIT SUISSE SECURITIES (USA) LLC,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,BROOKLYN,Master's,NEW YORK,New York,NEW YORK
PERM,14-02-2014,07-07-2015,Certified,,KING POLLO ROTISSERIE CHICKEN,ANAHEIM,CALIFORNIA,UNITED STATES OF AMERICA,MEXICO,BUENA PARK,None,CALIFORNIA,Anaheim,CALIFORNIA
PERM,20-03-2014,24-07-2015,Certified,H-1B,TICKETFLY INC.,SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,FREMONT,Bachelor's,CALIFORNIA,San Francisco,CALIFORNIA
PERM,08-05-2014,01-10-2014,Certified-Expired,H-1B,"WAL-MART ASSOCIATES, INC.",BENTONVILLE,ARKANSAS,UNITED STATES OF AMERICA,INDIA,BENTONVILLE,Master's,ARKANSAS,Bentonville,ARKANSAS
PERM,20-03-2014,31-10-2014,Certified-Expired,H-1B,T& G CORPORATION DBA BEHAVIORAL CENTER OF MICHIGAN,WARREN,MICHIGAN,UNITED STATES OF AMERICA,INDIA,FARMINGTON HILLS,Master's,MICHIGAN,Warren,MICHIGAN
PERM,15-04-2014,23-03-2015,Certified-Expired,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,INDIA,BELLEVUE,Master's,WASHINGTON,Redmond,WASHINGTON
PERM,21-05-2014,07-10-2014,Certified-Expired,L-1,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,INDIA,BELLEVUE,Bachelor's,WASHINGTON,Redmond,WASHINGTON
PERM,20-03-2014,05-11-2014,Certified-Expired,H-1B,APPLETON GRP LLC,ROSEMONT,ILLINOIS,UNITED STATES OF AMERICA,PERU,SPRING,Master's,TEXAS,Houston,TEXAS
PERM,21-03-2014,06-08-2015,Certified,F-1,"SOO SPACE, INC.",IRVINE,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,IRVINE,Doctorate,CALIFORNIA,Irvine,CALIFORNIA
PERM,20-03-2014,20-07-2015,Certified,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,FOSTER CITY,Master's,CALIFORNIA,San Francisco,CALIFORNIA
PERM,11-03-2014,10-07-2015,Certified,Not in USA,"THE BIMBE GROUP, INC",ST. CLAIR SHORES,MICHIGAN,UNITED STATES OF AMERICA,PHILIPPINES,KYONGGIDO,High School,,St. Clair Shores,MICHIGAN
PERM,03-03-2014,26-11-2014,Certified-Expired,L-1,"ULTRADENT PRODUCTS, INC.",SOUTH JORDAN,UTAH,UNITED STATES OF AMERICA,BRAZIL,SOUTH JORDAN,Doctorate,UTAH,South Jordan,UTAH
PERM,02-05-2014,02-02-2015,Certified-Expired,H-1B,"SYSFORE TECHNOLOGIES, INC.",JOHNS CREEK,GEORGIA,UNITED STATES OF AMERICA,INDIA,ST. LOUIS,Master's,MISSOURI,Johns Creek,GEORGIA
PERM,17-03-2014,13-07-2015,Certified,L-1,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,HOUSTON,Master's,TEXAS,Redwood Shores,CALIFORNIA
PERM,03-05-2014,02-02-2015,Certified-Expired,H-1B,"SYSFORE TECHNOLOGIES, INC.",JOHNS CREEK,GEORGIA,UNITED STATES OF AMERICA,INDIA,POMPANO BEACH,Master's,FLORIDA,Johns Creek,GEORGIA
PERM,02-05-2014,02-02-2015,Certified-Expired,H-1B,"SYSFORE TECHNOLOGIES, INC.",JOHNS CREEK,GEORGIA,UNITED STATES OF AMERICA,INDIA,CHARLOTTE,Master's,NORTH CAROLINA,Johns Creek,GEORGIA
PERM,20-06-2014,10-11-2014,Certified-Expired,H-1B,TECHWAVE CONSULTING INC,EXTON,PENNSYLVANIA,UNITED STATES OF AMERICA,CHINA,HOUSTON,Master's,TEXAS,EXTON,PENNSYLVANIA
PERM,05-05-2014,12-08-2015,Certified,H-1B,GOOGLE INC.,MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SANTA CLARA,Master's,CALIFORNIA,Mountain View,CALIFORNIA
PERM,13-03-2014,27-07-2015,Certified,H-1B,REGIONAL INFECTIOUS DISEASES AND INFUSION CENTER I,LIMA,OHIO,UNITED STATES OF AMERICA,INDIA,CITY,Master's,OHIO,LIma,OHIO
PERM,02-05-2014,02-02-2015,Certified-Expired,H-1B,"SYSFORE TECHNOLOGIES, INC.",JOHNS CREEK,GEORGIA,UNITED STATES OF AMERICA,INDIA,COMPTON,Master's,CALIFORNIA,Johns Creek,GEORGIA
PERM,12-03-2014,14-10-2014,Withdrawn,H-1B,PELLI CLARKE PELLI ARCHITECTS,NEW HAVEN,CONNECTICUT,UNITED STATES OF AMERICA,ARGENTINA,SEYMOUR,Master's,CONNECTICUT,New Haven,CONNECTICUT
PERM,29-06-2014,01-09-2015,Certified,TN,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,CANADA,REDMOND,Bachelor's,WASHINGTON,Redmond,WASHINGTON
PERM,27-06-2014,13-11-2014,Certified-Expired,H-1B,UNIVERSITY OF NORTH GEORGIA,DAHLONEGA,GEORGIA,UNITED STATES OF AMERICA,CHINA,SUWANEE,Doctorate,GEORGIA,OAKWOOD,GEORGIA
PERM,16-06-2014,31-10-2014,Certified-Expired,H-1B,NVIDIA CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN JOSE,Master's,CALIFORNIA,Santa Clara,CALIFORNIA
PERM,30-05-2014,09-10-2014,Certified-Expired,H-1B,QUALCOMM TECHNOLOGIES INC.,SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SAN DIEGO,Doctorate,CALIFORNIA,San Diego,CALIFORNIA
PERM,03-03-2014,15-07-2015,Certified,H-1B,"TENSLEY CONSULTING, INC",ANNAPOLIS,MARYLAND,UNITED STATES OF AMERICA,UNITED KINGDOM,COLUMBIA,Bachelor's,MARYLAND,Fort Meade,MARYLAND
PERM,07-03-2014,22-07-2015,Certified,H-1B,"BALLY GAMING, INC.",LAS VEGAS,NEVADA,UNITED STATES OF AMERICA,INDIA,SMYRNA,Master's,GEORGIA,Kennesaw,GEORGIA
PERM,14-07-2014,08-12-2014,Certified-Expired,H-1B,PURDUE UNIVERSITY,WEST LAFAYETTE,INDIANA,UNITED STATES OF AMERICA,CHINA,LAWRENCEVILLE,Doctorate,NEW JERSEY,West Lafayette,INDIANA
PERM,14-03-2014,14-07-2015,Certified,H-1B,JP MORGAN CHASE & CO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,ARGENTINA,NEW YORK,Bachelor's,NEW YORK,New York,NEW YORK
PERM,16-04-2014,22-01-2015,Certified-Expired,H-1B,GOOGLE INC.,MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,ARMENIA,SEATTLE,Bachelor's,WASHINGTON,Kirkland,WASHINGTON
PERM,16-05-2014,01-10-2014,Certified-Expired,H-1B,"WAL-MART ASSOCIATES, INC.",BENTONVILLE,ARKANSAS,UNITED STATES OF AMERICA,INDIA,BENTONVILLE,Master's,ARKANSAS,Bentonville,ARKANSAS
PERM,02-04-2014,13-08-2015,Certified,H-1B,TOWERS WATSON PENNSYLVANIA INC.,PHILADELPHIA,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,PHILADELPHIA,Master's,PENNSYLVANIA,Philadelphia,PENNSYLVANIA
PERM,21-05-2014,07-10-2014,Certified-Expired,L-1,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,BRAZIL,HOUSTON,None,TEXAS,Redmond,WASHINGTON
PERM,19-05-2014,14-10-2014,Certified-Expired,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,INDIA,BELLEVUE,Master's,WASHINGTON,Redmond,WASHINGTON
PERM,07-07-2014,03-12-2014,Certified-Expired,H-1B,ERICSSON INC.,PLANO,TEXAS,UNITED STATES OF AMERICA,INDIA,PLANO,Master's,TEXAS,Plano,TEXAS
PERM,02-05-2014,21-08-2015,Certified,H-1B,SKC INC.,COVINGTON,GEORGIA,UNITED STATES OF AMERICA,SOUTH KOREA,ACWORTH,Bachelor's,GEORGIA,Covington,GEORGIA
PERM,20-03-2014,16-07-2015,Certified,H-1B,"ALCATEL LUCENT USA, INC.",MURRAY HILL,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,WHEATON,Master's,ILLINOIS,Naperville,ILLINOIS
PERM,01-05-2014,01-10-2014,Certified-Expired,H-1B,AMERICAN DENTAL EXCELLENCE INC,LIMERICK,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,ROYERSFORD,Other,PENNSYLVANIA,Limerick,PENNSYLVANIA
PERM,26-03-2014,10-07-2015,Certified,F-1,TODAY SPA LTD,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,SOUTH KOREA,SUNNYSIDE,None,NEW YORK,NEW YORK,NEW YORK
PERM,28-05-2014,10-10-2014,Certified-Expired,TN,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,CANADA,BELLEVUE,Bachelor's,WASHINGTON,Redmond,WASHINGTON
PERM,01-08-2014,23-12-2014,Certified-Expired,H-1B,"CROWN CASTLE USA, INC.",CANONSBURG,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,PLYMOUTH MEETING,Master's,PENNSYLVANIA,Norristown,PENNSYLVANIA
PERM,20-03-2014,16-07-2015,Certified,H-1B,PARADIGM INFOTECH INC,COLUMBIA,MARYLAND,UNITED STATES OF AMERICA,INDIA,BELLEVUE,Master's,WASHINGTON,Columbia,MARYLAND
PERM,07-07-2014,03-12-2014,Certified-Expired,H-1B,ERICSSON INC.,PLANO,TEXAS,UNITED STATES OF AMERICA,INDIA,FRISCO,Master's,TEXAS,Plano,TEXAS
PERM,15-05-2014,19-08-2015,Certified,H-1B,PLATINUM MANAGEMENT (NY) LLC,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,CANADA,WILTON,Bachelor's,CONNECTICUT,New York,NEW YORK
PERM,23-05-2014,01-10-2014,Certified-Expired,H-1B,ERICSSON INC.,PLANO,TEXAS,UNITED STATES OF AMERICA,UNITED ARAB EMIRATES,ALLEN,Bachelor's,TEXAS,Plano,TEXAS
PERM,28-03-2014,02-10-2014,Certified-Expired,H-1B,"EXPEDIA, INC.",BELLEVUE,WASHINGTON,UNITED STATES OF AMERICA,INDIA,NEWCASTLE,Master's,WASHINGTON,Bellevue,WASHINGTON
PERM,12-03-2014,13-07-2015,Denied,H-1B,GLOBAL TECHNOLOGY ASSOCIATES LLC,RESTON,VIRGINIA,UNITED STATES OF AMERICA,INDIA,HERNDON,Associate's,VIRGINIA,Reston,VIRGINIA
PERM,12-05-2014,31-10-2014,Certified-Expired,,STONE HORSE FARM LLC,BANTAN,CONNECTICUT,UNITED STATES OF AMERICA,MEXICO,LITCHFIELD,None,CONNECTICUT,Bantam,CONNECTICUT
PERM,28-04-2014,06-08-2015,Certified,H-1B,HCL GLOBAL SYSTEMS INC,FARMINGTON HILLS,MICHIGAN,UNITED STATES OF AMERICA,INDIA,SANDY SPRINGS,Master's,GEORGIA,Farmington Hills,MICHIGAN
PERM,19-03-2014,10-07-2015,Certified,F-1,"SKK HERITAGE, INC.",VAN NUYS,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,PANORAMA CITY,Master's,CALIFORNIA,VAN NUYS,CALIFORNIA
PERM,31-03-2014,24-07-2015,Certified,L-1,ACCENTURE LLP,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,IRELAND,CHICAGO,Bachelor's,ILLINOIS,Chicago,ILLINOIS
PERM,03-04-2014,05-08-2015,Certified,F-2,SEOLLEM CORPORATION,VERNON,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,GLENDALE,None,ARIZONA,VERNON,CALIFORNIA
PERM,26-03-2014,05-08-2015,Certified,,FORTECH SOLUTIONS INC,NORTH HOLLYWOOD,CALIFORNIA,UNITED STATES OF AMERICA,ARMENIA,NORTH HOLLYWOOD,Master's,CALIFORNIA,North Hollywood,CALIFORNIA
PERM,12-03-2014,16-07-2015,Certified,H-1B,JP MORGAN CHASE & CO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,INDIA,JERSEY CITY,Bachelor's,NEW JERSEY,New York,NEW YORK
PERM,09-06-2014,28-10-2014,Certified-Expired,H-1B,MARSHALL UNIVERSITY,HUNTINGTON,WEST VIRGINIA,UNITED STATES OF AMERICA,INDIA,HUNTINGTON,Doctorate,WEST VIRGINIA,HUNTINGTON,WEST VIRGINIA
PERM,03-06-2014,17-11-2014,Certified-Expired,H-1B,TREEHOUSE ISLAND INC,ORLANDO,FLORIDA,UNITED STATES OF AMERICA,INDIA,ORLANDO,Bachelor's,FLORIDA,ORLANDO,FLORIDA
PERM,25-03-2014,31-10-2014,Certified-Expired,H-1B,LOS ANGELES BIOMEDICAL RESEARCH INSTITUTE AT H-UCLA,TORRANCE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,TORRANCE,Master's,CALIFORNIA,Torrance,CALIFORNIA
PERM,19-02-2014,30-06-2015,Certified,H-1B,"REALSOFT TECHNOLOGIES, LLC",HERNDON,VIRGINIA,UNITED STATES OF AMERICA,INDIA,WEST DES MOINES,Master's,IOWA,Herndon,VIRGINIA
PERM,20-05-2014,15-10-2014,Certified-Expired,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,CHINA,BELLEVUE,Master's,WASHINGTON,Redmond,WASHINGTON
PERM,21-05-2014,01-10-2014,Certified-Expired,H-1B,ERICSSON INC.,PLANO,TEXAS,UNITED STATES OF AMERICA,INDIA,ALLEN,Bachelor's,TEXAS,Plano,TEXAS
PERM,17-04-2014,07-08-2015,Certified,J-1,KENT SECURITY SERVICES. INC.,MIAMI,FLORIDA,UNITED STATES OF AMERICA,ISRAEL,AVENTURA,Master's,FLORIDA,Miami,FLORIDA
PERM,05-03-2014,10-10-2014,Denied,,"SOMERVILLE COMMUNITY BAPTIST CHURCH, INC.",SOMERVILLE,MASSACHUSETTS,UNITED STATES OF AMERICA,SOUTH KOREA,SOMERVILLE,Master's,MASSACHUSETTS,SOMERVILLE,MASSACHUSETTS
PERM,20-03-2014,16-07-2015,Certified,H-1B,"GCM SINOED GROUP, INC.",SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SAN DIEGO,Master's,CALIFORNIA,San Diego,CALIFORNIA
PERM,11-04-2014,24-08-2015,Certified,H-1B,TEXAS STATE UNIVERSITY-SAN MARCOS,SAN MARCOS,TEXAS,UNITED STATES OF AMERICA,SOUTH KOREA,AUSTIN,Doctorate,TEXAS,SAN MARCOS,TEXAS
PERM,07-03-2014,02-03-2015,Withdrawn,H-1B,MULTI SHOT LLC DBA MS ENERGY SERVICES,CONROE,TEXAS,UNITED STATES OF AMERICA,CANADA,ARLINGTON,Bachelor's,TEXAS,FORT WORTH,TEXAS
PERM,12-05-2014,22-01-2015,Certified-Expired,H-1B,THE UNIVERSITY OF SOUTH CAROLINA,COLUMBIA,SOUTH CAROLINA,UNITED STATES OF AMERICA,SOUTH AFRICA,COLUMBIA,Doctorate,SOUTH CAROLINA,Columbia,SOUTH CAROLINA
PERM,24-03-2014,16-07-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,MEXICO,SAMMAMISH,Master's,WASHINGTON,Redmond,WASHINGTON
PERM,12-03-2014,24-07-2015,Certified,,FIDELIS SOFTWARE SOLUTIONS LLC,LANGHORNE,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,EAGAN,Master's,MINNESOTA,Langhorne,PENNSYLVANIA
PERM,11-03-2014,06-08-2015,Certified,H-1B,"FATPIPE NETWORKS, INC.",SALT LAKE CITY,UTAH,UNITED STATES OF AMERICA,INDIA,SALT LAKE CITY,Master's,UTAH,Salt Lake City,UTAH
PERM,15-04-2014,26-08-2015,Denied,B-2,SPANISH FOR FUN,RALEIGH,NORTH CAROLINA,UNITED STATES OF AMERICA,PERU,RALEIGH,High School,NORTH CAROLINA,Raleigh,NORTH CAROLINA
PERM,11-06-2014,15-09-2015,Certified,H-1B,"SIGMA ENGINEERING, INC",CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,INDIA,CHICAGO,Master's,ILLINOIS,Chicago,ILLINOIS
PERM,12-03-2014,03-10-2014,Certified-Expired,F-1,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,NIGERIA,BEAVERTON,Doctorate,OREGON,Hillsboro,OREGON
PERM,04-04-2014,09-10-2014,Denied,F-1,"MINOHANA USA, INC.",LOS ANGELES,CALIFORNIA,UNITED STATES OF AMERICA,JAPAN,LOS ANGELES,High School,CALIFORNIA,Los Angeles,CALIFORNIA
PERM,31-03-2014,28-07-2015,Certified,H-1B,"ENERGIZED FOR EXCELLENCE ACADEMY, INC.",HOUSTON,TEXAS,UNITED STATES OF AMERICA,PHILIPPINES,HOUSTON,Bachelor's,TEXAS,Houston,TEXAS
PERM,28-05-2014,06-10-2014,Certified-Expired,,KONA JOE COFFEE LLC,KEALAKEKUA,HAWAII,UNITED STATES OF AMERICA,BRAZIL,RIBEIRAO PRETO,Bachelor's,,Kealakekua,HAWAII
PERM,02-06-2014,16-09-2015,Certified,,"UTIS, INC",PISCATAWAY,NEW JERSEY,UNITED STATES OF AMERICA,GERMANY,SAN JOSE,Master's,CALIFORNIA,Piscataway,NEW JERSEY
PERM,07-08-2014,29-12-2014,Certified-Expired,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,ST. LOUIS,MISSOURI,UNITED STATES OF AMERICA,ITALY,ST. LOUIS,Doctorate,MISSOURI,St. Louis,MISSOURI
PERM,22-12-2014,19-06-2015,Certified,F-1,"EAGLE TECH COMPUTERS, INC.",CHINO,CALIFORNIA,UNITED STATES OF AMERICA,TAIWAN,WEST COVINA,Bachelor's,CALIFORNIA,chino,CALIFORNIA
PERM,12-05-2014,14-08-2015,Certified,H-1B,GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DISTRICT OF COLUMBIA,UNITED STATES OF AMERICA,SYRIA,WASHINGTON,Master's,DISTRICT OF COLUMBIA,Washingtion,DISTRICT OF COLUMBIA
PERM,26-03-2014,21-07-2015,Certified,,"KOCH FOODS OF ALABAMA, LLC",MONTGOMERY,ALABAMA,UNITED STATES OF AMERICA,SOUTH KOREA,GOYANG,Bachelor's,,Montgomery,ALABAMA
PERM,15-05-2014,15-01-2015,Certified-Expired,H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,BRAZIL,DUBLIN,Other,OHIO,Columbus,OHIO
PERM,14-03-2014,15-07-2015,Certified,H-1B,VALLEJO CITY UNIFIED SCHOOL DISTRICT,VALLEJO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,CONCORD,Bachelor's,CALIFORNIA,Vallejo,CALIFORNIA
PERM,13-03-2014,31-10-2014,Certified-Expired,B-2,HARRISON POULTRY,BETHLEHEM,GEORGIA,UNITED STATES OF AMERICA,SOUTH KOREA,COLUMBIA,High School,MARYLAND,Bethlehem,GEORGIA
PERM,13-03-2014,14-07-2015,Denied,Not in USA,HARRISON POULTRY,BETHLEHEM,GEORGIA,UNITED STATES OF AMERICA,SOUTH KOREA,YONGIN-SI,Bachelor's,,Bethlehem,GEORGIA
PERM,06-06-2014,28-10-2014,Certified-Expired,H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,SERBIA,BLACKLICK,Doctorate,OHIO,Columbus,OHIO
PERM,19-03-2014,21-07-2015,Denied,H-1B,PVR TECHNOLOGIES INC,KING OF PRUSSIA,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,KING OF PRUSSIA,Master's,PENNSYLVANIA,King of Prussia,PENNSYLVANIA
PERM,17-03-2014,21-07-2015,Certified,H-1B,"HP ENTERPRISE SERVICES, LLC",PALO ALTO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,MADISON,Master's,WISCONSIN,Madison,WISCONSIN
PERM,25-03-2014,13-07-2015,Certified,H-1B,K&G PETROLEUM,LITTLETON,COLORADO,UNITED STATES OF AMERICA,NEPAL,HIGHLANDS RANCH,Master's,COLORADO,Littleton,COLORADO
PERM,06-03-2014,03-10-2014,Certified-Expired,H-1B,"ESURANCE INSURANCE SERVICES, INC.",SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,FREMONT,Bachelor's,CALIFORNIA,San Francisco,CALIFORNIA
PERM,31-03-2014,31-10-2014,Certified-Expired,H-1B,HUGHES HUBBARD & REED LLP,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,VENEZUELA,MIAMI,Other,FLORIDA,Miami,FLORIDA
PERM,11-04-2014,11-08-2015,Certified,H-1B,"DYNPRO, INC.",RALEIGH,NORTH CAROLINA,UNITED STATES OF AMERICA,INDIA,THE WOODLANDS,Bachelor's,TEXAS,Raleigh,NORTH CAROLINA
PERM,11-03-2014,29-07-2015,Certified,H-1B,"FAITHFUL & GOULD, INC.",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,SOUTH AFRICA,TEMPE,Bachelor's,ARIZONA,Phoenix,ARIZONA
PERM,10-03-2014,16-07-2015,Certified,F-1,"CAVALIER IT, INC.",JERSEY CITY,NEW JERSEY,UNITED STATES OF AMERICA,NEPAL,BRIDGEPORT,Master's,CONNECTICUT,JERSEY CITY,NEW JERSEY
PERM,23-05-2014,07-10-2014,Certified-Expired,H-1B,NVIDIA CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,BANGLADESH,SANTA CLARA,Bachelor's,CALIFORNIA,Santa Clara,CALIFORNIA
PERM,28-05-2014,07-10-2014,Certified-Expired,H-1B,DEPOSITORY TRUST & CLEARING CORPORATION,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,TAMPA,Bachelor's,,Tampa,FLORIDA
PERM,13-06-2014,22-09-2015,Certified,H-1B,BIG APPLE SIGN CORP,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,JAMAICA,Associate's,NEW YORK,NEW YORK,NEW YORK
PERM,05-05-2014,12-08-2015,Certified,F-1,"DEW SOFTWARE, INC.",FREMONT,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,FREMONT,Master's,CALIFORNIA,Fremont,CALIFORNIA
PERM,26-03-2014,05-11-2014,Certified-Expired,,"KOCH FOODS OF ALABAMA, LLC",MONTGOMERY,ALABAMA,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,Bachelor's,,Montgomery,ALABAMA
PERM,27-06-2014,19-11-2014,Certified-Expired,H-1B,VALERO ENERGY CORP,SAN ANTONIO,TEXAS,UNITED STATES OF AMERICA,INDIA,SAN ANTONIO,Master's,TEXAS,San Antonio,TEXAS
PERM,18-03-2014,10-04-2015,Denied,H-1B,GLOBAL INFOTECH INC,SCHAUMBURG,ILLINOIS,UNITED STATES OF AMERICA,INDIA,CINCINNATI,Master's,OHIO,Schaumburg,ILLINOIS
PERM,27-05-2014,03-10-2014,Certified-Expired,H-1B,HEALTHEAST MEDICAL RESEARCH INSTITUTE,ST. PAUL,MINNESOTA,UNITED STATES OF AMERICA,PERU,STILLWATER,Other,MINNESOTA,St. Paul,MINNESOTA
PERM,26-03-2014,28-07-2015,Certified,,"KOCH FOODS OF ALABAMA, LLC",MONTGOMERY,ALABAMA,UNITED STATES OF AMERICA,CHINA,BEIJING,Other,,Montgomery,ALABAMA
PERM,06-06-2014,03-03-2015,Withdrawn,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,SWEDEN,KIRKLAND,None,WASHINGTON,Redmond,WASHINGTON
PERM,18-03-2014,15-10-2014,Withdrawn,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,BELMONT,Master's,CALIFORNIA,Redwood Shores,CALIFORNIA
PERM,23-05-2014,02-10-2014,Certified-Expired,H-1B,UNIVERSITY OF NORTH GEORGIA,DAHLONEGA,GEORGIA,UNITED STATES OF AMERICA,KYRGYZSTAN,DAHLONEGA,Doctorate,GEORGIA,DAHLONEGA,GEORGIA
PERM,14-03-2014,14-07-2015,Certified,H-1B,M MILLER GROUP LTD D/B/A MILLER AND ASSOCIATES,PLANO,TEXAS,UNITED STATES OF AMERICA,SOUTH KOREA,DALLAS,Master's,TEXAS,Plano,TEXAS
PERM,03-04-2014,02-09-2015,Certified,F-1,"PRECO, INC.",SCOTTSDALE,ARIZONA,UNITED STATES OF AMERICA,SOUTH KOREA,LOS ANGELES,None,CALIFORNIA,Burbank,CALIFORNIA
PERM,12-03-2014,16-07-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,HILLSBORO,Master's,OREGON,Hillsboro,OREGON
PERM,13-06-2014,03-11-2014,Certified-Expired,H-1B,SALESFORCE.COM,SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,UNION CITY,Master's,CALIFORNIA,San Francisco,CALIFORNIA
PERM,21-04-2014,04-08-2015,Certified,H-1B,"CASE COMMONS, INC.",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,CHINA,NEW YORK,Master's,NEW YORK,New York,NEW YORK
